"","V1"
"inaug_DonaldJTrump_1_11",9
"inaug_DonaldJTrump_1_12",4
"inaug_DonaldJTrump_1_13",2
"inaug_DonaldJTrump_1_14",2
"inaug_DonaldJTrump_1_15",4
"inaug_DonaldJTrump_1_16",14
"inaug_DonaldJTrump_1_17",12
"inaug_DonaldJTrump_1_18",9
"inaug_DonaldJTrump_1_19",9
"inaug_DonaldJTrump_1_20",2
"inaug_DonaldJTrump_1_21",2
"inaug_DonaldJTrump_1_22",11
"inaug_DonaldJTrump_1_23",7
"inaug_DonaldJTrump_1_24",4
"inaug_DonaldJTrump_1_25",12
"inaug_DonaldJTrump_1_26",12
"inaug_DonaldJTrump_1_27",4
"inaug_DonaldJTrump_1_28",8
"inaug_DonaldJTrump_1_29",9
"inaug_DonaldJTrump_1_30",9
"inaug_DonaldJTrump_1_31",14
"inaug_DonaldJTrump_1_32",4
"inaug_DonaldJTrump_1_33",2
"inaug_DonaldJTrump_1_34",3
"inaug_DonaldJTrump_1_35",14
"inaug_DonaldJTrump_1_36",14
"inaug_DonaldJTrump_1_37",9
"inaug_DonaldJTrump_1_38",9
"inaug_DonaldJTrump_1_39",9
"inaug_DonaldJTrump_1_40",9
"inaug_DonaldJTrump_1_41",9
"inaug_DonaldJTrump_1_42",9
"inaug_DonaldJTrump_1_43",9
"inaug_DonaldJTrump_1_44",4
"inaug_DonaldJTrump_1_45",7
"inaug_DonaldJTrump_1_46",3
"inaug_DonaldJTrump_1_47",3
"inaug_DonaldJTrump_1_48",3
"inaug_DonaldJTrump_1_49",9
"inaug_DonaldJTrump_1_50",9
"inaug_DonaldJTrump_1_51",3
"inaug_DonaldJTrump_1_52",3
"inaug_DonaldJTrump_1_53",3
"inaug_DonaldJTrump_1_54",9
"inaug_DonaldJTrump_1_55",9
"inaug_DonaldJTrump_1_56",9
"inaug_DonaldJTrump_1_57",9
"inaug_DonaldJTrump_1_58",9
"inaug_DonaldJTrump_1_59",9
"inaug_DonaldJTrump_1_60",9
"inaug_DonaldJTrump_1_61",3
"inaug_DonaldJTrump_1_62",3
"inaug_DonaldJTrump_1_63",3
"inaug_DonaldJTrump_1_64",3
"inaug_DonaldJTrump_1_65",3
"inaug_DonaldJTrump_1_66",14
"inaug_DonaldJTrump_1_67",3
"inaug_DonaldJTrump_1_68",2
"inaug_DonaldJTrump_1_69",2
"inaug_DonaldJTrump_1_70",2
"inaug_DonaldJTrump_1_71",2
"inaug_DonaldJTrump_1_72",12
"inaug_DonaldJTrump_1_73",8
"inaug_DonaldJTrump_1_74",14
"inaug_DonaldJTrump_1_75",14
"inaug_DonaldJTrump_1_76",3
"inaug_DonaldJTrump_1_77",3
"inaug_DonaldJTrump_1_78",3
"inaug_DonaldJTrump_1_79",9
"inaug_DonaldJTrump_1_80",9
"inaug_DonaldJTrump_1_81",9
"inaug_DonaldJTrump_1_82",12
"inaug_DonaldJTrump_1_83",12
"inaug_DonaldJTrump_1_84",14
"inaug_DonaldJTrump_1_85",14
"inaug_DonaldJTrump_1_86",14
"inaug_DonaldJTrump_1_87",3
"inaug_DonaldJTrump_1_88",3
"inaug_DonaldJTrump_1_89",3
"inaug_DonaldJTrump_1_90",3
"inaug_DonaldJTrump_1_91",3
"inaug_DonaldJTrump_1_92",3
"inaug_DonaldJTrump_1_93",14
"inaug_DonaldJTrump_1_94",14
